epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
152,35426.9,0.59962,0.41474,0.88794,1,0.74448,0.87877,0.69881,0.71457,0.55381,0.88423,0.0010034,0.0010034,0.0010034
153,35502.3,0.63855,0.45031,0.89055,0.93689,0.74271,0.84285,0.65397,0.85584,0.73023,0.93476,0.0009968,0.0009968,0.0009968
154,35578.5,0.71799,0.49241,0.91232,0.8487,0.84174,0.84507,0.65163,0.87701,0.74008,0.93856,0.0009902,0.0009902,0.0009902
155,36048.1,0.6125,0.4335,0.87281,0.89276,0.83313,0.86365,0.65532,0.8558,0.63819,0.91643,0.0009836,0.0009836,0.0009836
156,36126.2,0.63745,0.46479,0.91924,0.84929,0.84552,0.85706,0.64745,0.83027,0.68351,0.92036,0.000977,0.000977,0.000977
157,36207.9,0.65806,0.46158,0.87415,0.88681,0.85,0.89734,0.65403,0.90107,0.58336,0.94388,0.0009704,0.0009704,0.0009704
158,36620.4,0.70118,0.47067,0.92301,0.93677,0.85,0.9005,0.66166,0.88647,0.56385,0.95758,0.0009638,0.0009638,0.0009638
159,36799.3,0.60355,0.42785,0.89366,0.94217,0.85,0.90743,0.70311,0.82365,0.54457,0.94945,0.0009572,0.0009572,0.0009572
160,37192.7,0.56299,0.42754,0.88396,0.91215,0.85,0.90917,0.74294,0.7559,0.56942,0.93509,0.0009506,0.0009506,0.0009506
161,37267.9,0.63965,0.42968,0.88758,0.89829,0.88377,0.90694,0.72702,0.74859,0.58119,0.92146,0.000944,0.000944,0.000944
162,37339.2,0.64136,0.46453,0.89214,0.94021,0.85,0.91413,0.70479,0.82343,0.62192,0.94128,0.0009374,0.0009374,0.0009374
163,37804.6,0.66652,0.42547,0.89224,1,0.84576,0.88887,0.70443,0.84402,0.71629,0.95851,0.0009308,0.0009308,0.0009308
164,37895.5,0.61283,0.43806,0.88664,1,0.79488,0.83808,0.69714,0.83732,0.99172,0.96582,0.0009242,0.0009242,0.0009242
165,37987.9,0.60024,0.43846,0.88864,0.9982,0.8,0.85436,0.66091,0.86635,0.88208,0.97548,0.0009176,0.0009176,0.0009176
166,38442.7,0.62868,0.43321,0.90498,0.93992,0.85,0.87873,0.70528,0.81999,0.60984,0.91133,0.000911,0.000911,0.000911
167,38619.9,0.61137,0.42856,0.87843,0.89808,0.9,0.89514,0.68971,0.77836,0.61745,0.90991,0.0009044,0.0009044,0.0009044
168,39072.6,0.60518,0.38948,0.89189,0.94082,0.9,0.90112,0.71943,0.77829,0.61827,0.92013,0.0008978,0.0008978,0.0008978
169,39146.1,0.64359,0.43797,0.91879,0.93798,0.85,0.90376,0.69998,0.77951,0.52159,0.94742,0.0008912,0.0008912,0.0008912
170,39219,0.60333,0.4257,0.91755,0.94137,0.85,0.86787,0.69941,0.78789,0.69807,0.94642,0.0008846,0.0008846,0.0008846
171,39660.9,0.5839,0.40812,0.89789,0.92836,0.75,0.82973,0.67589,0.75737,0.76401,0.94799,0.000878,0.000878,0.000878
172,39845.2,0.59523,0.41292,0.87939,0.91944,0.75,0.81992,0.66767,0.8205,0.84247,0.98215,0.0008714,0.0008714,0.0008714
173,40298.6,0.59538,0.40134,0.88122,0.92169,0.8,0.84776,0.65944,0.83099,0.71458,0.97157,0.0008648,0.0008648,0.0008648
174,40372.3,0.57525,0.40782,0.87397,0.89459,0.84873,0.8525,0.67429,0.77622,0.56876,0.93756,0.0008582,0.0008582,0.0008582
175,40449,0.59691,0.48765,0.88728,0.89941,0.89437,0.88782,0.69303,0.75724,0.54916,0.91611,0.0008516,0.0008516,0.0008516
176,40906.3,0.58815,0.4184,0.88626,0.89342,0.9,0.88376,0.70801,0.70657,0.58073,0.89265,0.000845,0.000845,0.000845
177,40989,0.61082,0.42626,0.89254,0.88231,0.85,0.87804,0.71757,0.72762,0.58549,0.90897,0.0008384,0.0008384,0.0008384
178,41069.7,0.60855,0.42513,0.89683,0.94069,0.79338,0.87142,0.71521,0.73064,0.59615,0.90103,0.0008318,0.0008318,0.0008318
179,41512.7,0.5877,0.41525,0.86369,0.87498,0.85,0.86903,0.71622,0.76592,0.58907,0.91592,0.0008252,0.0008252,0.0008252
180,41584.3,0.55531,0.40765,0.8819,0.94183,0.9,0.89729,0.70255,0.75852,0.58309,0.90889,0.0008186,0.0008186,0.0008186
181,41657.9,0.55271,0.41407,0.86911,0.94378,0.83988,0.89584,0.69665,0.75117,0.54508,0.89951,0.000812,0.000812,0.000812
182,42105.8,0.58572,0.40812,0.91515,1,0.74659,0.88244,0.6807,0.76788,0.64646,0.88854,0.0008054,0.0008054,0.0008054
183,42185.9,0.57038,0.41279,0.88192,0.9905,0.75,0.88317,0.68453,0.7826,0.62299,0.89195,0.0007988,0.0007988,0.0007988
184,42267.4,0.62356,0.43151,0.90297,0.92371,0.75,0.87557,0.69101,0.7786,0.57518,0.88948,0.0007922,0.0007922,0.0007922
185,42378.6,0.60009,0.41905,0.87298,0.83802,0.85,0.88087,0.70097,0.77278,0.54327,0.90212,0.0007856,0.0007856,0.0007856
186,42490.8,0.64997,0.44927,0.93349,0.93703,0.8,0.90212,0.72666,0.77,0.49187,0.89668,0.000779,0.000779,0.000779
187,42611.1,0.66164,0.43346,0.93943,0.89074,0.9,0.91642,0.72525,0.81614,0.48761,0.89487,0.0007724,0.0007724,0.0007724
188,43006.9,0.60679,0.41636,0.8952,0.88915,0.9,0.91552,0.71139,0.78597,0.47893,0.89057,0.0007658,0.0007658,0.0007658
189,43087.5,0.60464,0.42721,0.8871,0.88891,0.9,0.91719,0.73204,0.75628,0.47127,0.88704,0.0007592,0.0007592,0.0007592
190,43165.8,0.56215,0.41145,0.88665,0.88639,0.85,0.91629,0.7425,0.73266,0.50232,0.88253,0.0007526,0.0007526,0.0007526
191,43635.3,0.62243,0.40193,0.88124,0.94434,0.84838,0.88541,0.7035,0.75163,0.59072,0.8813,0.000746,0.000746,0.000746
192,43711.5,0.5495,0.38189,0.85028,0.94388,0.84134,0.8816,0.69294,0.78215,0.58943,0.89474,0.0007394,0.0007394,0.0007394
193,43790,0.58366,0.39947,0.8611,0.9441,0.84469,0.88098,0.68874,0.76084,0.6701,0.89067,0.0007328,0.0007328,0.0007328
194,44260.7,0.58553,0.40719,0.90485,0.94441,0.84954,0.86068,0.68907,0.74904,0.68122,0.88476,0.0007262,0.0007262,0.0007262
195,44336,0.56627,0.4252,0.86101,0.93344,0.8,0.84636,0.68939,0.72754,0.75924,0.87975,0.0007196,0.0007196,0.0007196
196,44410.8,0.53884,0.37234,0.83741,0.93117,0.8,0.84503,0.70703,0.68846,0.69462,0.86196,0.000713,0.000713,0.000713
197,44875.6,0.55054,0.39681,0.85442,0.94157,0.85,0.87303,0.70295,0.67284,0.59269,0.86523,0.0007064,0.0007064,0.0007064
198,45062.8,0.57391,0.41093,0.8705,0.89042,0.9,0.89436,0.71661,0.68547,0.5182,0.87349,0.0006998,0.0006998,0.0006998
199,45517.2,0.58009,0.41415,0.88243,0.94272,0.9,0.89862,0.73642,0.62838,0.50165,0.87105,0.0006932,0.0006932,0.0006932
200,45629.1,0.51287,0.37299,0.88324,0.94422,0.9,0.90723,0.75523,0.61955,0.502,0.86914,0.0006866,0.0006866,0.0006866
201,45749,0.57027,0.40872,0.88303,0.94342,0.85,0.89552,0.71936,0.69498,0.52368,0.87527,0.00068,0.00068,0.00068
202,45852.8,0.61393,0.40985,0.89992,1,0.79961,0.89649,0.73961,0.72936,0.54208,0.878,0.0006734,0.0006734,0.0006734
203,45925.4,0.54852,0.39202,0.87102,0.88999,0.85,0.9021,0.71746,0.76771,0.55515,0.89217,0.0006668,0.0006668,0.0006668
204,45996.8,0.57539,0.39512,0.88632,0.9346,0.85,0.9057,0.71704,0.80324,0.5746,0.89549,0.0006602,0.0006602,0.0006602
205,46107.2,0.53777,0.38271,0.85784,0.89974,0.89755,0.90122,0.73636,0.72312,0.55339,0.88515,0.0006536,0.0006536,0.0006536
206,46216.8,0.53178,0.38581,0.87354,0.94372,0.83886,0.89535,0.74294,0.65182,0.54477,0.87122,0.000647,0.000647,0.000647
207,46336.6,0.55143,0.39372,0.87422,1,0.84247,0.89868,0.75613,0.65028,0.60881,0.8679,0.0006404,0.0006404,0.0006404
208,46816.4,0.55826,0.40273,0.87779,0.93456,0.85,0.89763,0.73562,0.7122,0.68177,0.88571,0.0006338,0.0006338,0.0006338
209,46898.5,0.52403,0.38869,0.86343,0.94408,0.85,0.89248,0.74335,0.68604,0.59661,0.88407,0.0006272,0.0006272,0.0006272
210,46979.1,0.50938,0.36112,0.85246,0.93261,0.85,0.89029,0.74421,0.69482,0.67461,0.88342,0.0006206,0.0006206,0.0006206
211,47377.1,0.49915,0.37184,0.85643,0.93417,0.85,0.87262,0.74302,0.71625,0.7867,0.88824,0.000614,0.000614,0.000614
212,47453.3,0.49368,0.38278,0.87341,0.93662,0.85,0.86758,0.72518,0.72086,0.75928,0.89049,0.0006074,0.0006074,0.0006074
213,47532.8,0.497,0.36546,0.85089,0.94012,0.85,0.89009,0.71536,0.76193,0.64494,0.90096,0.0006008,0.0006008,0.0006008
214,48003.8,0.51613,0.37411,0.88141,0.93854,0.9,0.89579,0.72135,0.7456,0.54092,0.89796,0.0005942,0.0005942,0.0005942
215,48082,0.49816,0.36752,0.85322,0.94241,0.9,0.89781,0.71611,0.71912,0.56452,0.89004,0.0005876,0.0005876,0.0005876
216,48159.4,0.52603,0.38436,0.88487,0.94723,0.89765,0.90541,0.72782,0.71122,0.52335,0.88346,0.000581,0.000581,0.000581
217,48685.4,0.55744,0.39253,0.88088,0.93599,0.9,0.91096,0.74927,0.75406,0.51165,0.88811,0.0005744,0.0005744,0.0005744
218,48759,0.56948,0.39971,0.90151,0.94018,0.85,0.91016,0.75185,0.73924,0.52406,0.88802,0.0005678,0.0005678,0.0005678
219,48834.8,0.50175,0.36405,0.85383,0.99097,0.85,0.90694,0.75879,0.73076,0.52187,0.88977,0.0005612,0.0005612,0.0005612
220,49350.4,0.52925,0.35753,0.87551,0.9908,0.85,0.89976,0.74003,0.71899,0.53397,0.88642,0.0005546,0.0005546,0.0005546
221,49430.4,0.49865,0.35468,0.84377,0.94089,0.85,0.89078,0.72154,0.70339,0.56386,0.87735,0.000548,0.000548,0.000548
222,49508.2,0.47753,0.34479,0.85795,0.94406,0.84419,0.87403,0.70931,0.70434,0.59181,0.88222,0.0005414,0.0005414,0.0005414
223,49995.2,0.48872,0.33804,0.84433,0.94418,0.84595,0.87568,0.72742,0.69543,0.70084,0.89047,0.0005348,0.0005348,0.0005348
224,50074.8,0.52676,0.37293,0.86777,0.94423,0.84668,0.87679,0.72313,0.71175,0.68336,0.88122,0.0005282,0.0005282,0.0005282
225,50157.2,0.53918,0.36462,0.87414,0.94426,0.84724,0.86611,0.73366,0.69704,0.65676,0.87113,0.0005216,0.0005216,0.0005216
226,50639.9,0.50057,0.36839,0.86341,0.88898,0.85,0.86605,0.73399,0.66455,0.66029,0.86659,0.000515,0.000515,0.000515
227,50718.8,0.50822,0.39297,0.8769,0.89075,0.85,0.86302,0.73718,0.62667,0.66388,0.86987,0.0005084,0.0005084,0.0005084
228,50796.8,0.48585,0.37097,0.82763,0.88809,0.85,0.85741,0.74577,0.64342,0.64541,0.86896,0.0005018,0.0005018,0.0005018
229,51223.8,0.52679,0.37613,0.87649,0.89384,0.84233,0.87179,0.72602,0.68674,0.59687,0.88302,0.0004952,0.0004952,0.0004952
230,51296,0.50567,0.33332,0.86456,0.85625,0.89375,0.89026,0.76612,0.63374,0.57989,0.88106,0.0004886,0.0004886,0.0004886
231,51370.5,0.48293,0.34537,0.83348,0.89894,0.9,0.8979,0.76764,0.60655,0.52063,0.87271,0.000482,0.000482,0.000482
232,51840,0.4804,0.32728,0.85677,0.89331,0.9,0.89794,0.759,0.62073,0.49458,0.87499,0.0004754,0.0004754,0.0004754
233,51922.5,0.44869,0.33601,0.83757,0.89149,0.9,0.90508,0.75095,0.63784,0.47919,0.87926,0.0004688,0.0004688,0.0004688
234,52003.3,0.47765,0.35317,0.86278,0.94083,0.9,0.91775,0.76782,0.6482,0.49882,0.8767,0.0004622,0.0004622,0.0004622
235,52493.6,0.47721,0.36459,0.8459,1,0.89414,0.92412,0.77962,0.63882,0.49963,0.87129,0.0004556,0.0004556,0.0004556
236,52567,0.49177,0.34232,0.85579,1,0.89734,0.92594,0.75733,0.65404,0.48916,0.87184,0.000449,0.000449,0.000449
237,52642,0.48212,0.3509,0.8447,0.93011,0.9,0.92651,0.7556,0.66881,0.48811,0.87082,0.0004424,0.0004424,0.0004424
238,53120.6,0.47558,0.33339,0.86072,0.94677,0.88968,0.92331,0.76929,0.66127,0.49218,0.86528,0.0004358,0.0004358,0.0004358
239,53210.7,0.48674,0.36004,0.8599,0.94688,0.89164,0.91013,0.74714,0.66938,0.48416,0.86757,0.0004292,0.0004292,0.0004292
240,53300.2,0.51843,0.38208,0.87236,0.94435,0.8486,0.90425,0.75782,0.65229,0.47587,0.87293,0.0004226,0.0004226,0.0004226
241,53843.5,0.45955,0.34358,0.84396,0.94427,0.84733,0.9035,0.75975,0.61007,0.45545,0.86653,0.000416,0.000416,0.000416
242,53917.2,0.43303,0.32904,0.83129,0.94435,0.84862,0.90213,0.76871,0.61486,0.459,0.8648,0.0004094,0.0004094,0.0004094
243,53993.9,0.48683,0.34254,0.86896,0.9393,0.85,0.89811,0.78444,0.61911,0.45629,0.86474,0.0004028,0.0004028,0.0004028
244,54466.2,0.4544,0.33015,0.84884,0.89967,0.89689,0.9015,0.77072,0.64383,0.47134,0.87261,0.0003962,0.0003962,0.0003962
245,54546.9,0.44635,0.33373,0.85805,0.89893,0.9,0.89731,0.74862,0.65737,0.5105,0.87644,0.0003896,0.0003896,0.0003896
246,54625.5,0.46541,0.33708,0.85894,0.89634,0.9,0.90056,0.76344,0.63614,0.51662,0.87216,0.000383,0.000383,0.000383
247,54737.5,0.42788,0.32511,0.87653,0.89979,0.9,0.89967,0.75805,0.62508,0.57807,0.87313,0.0003764,0.0003764,0.0003764
248,54854,0.45964,0.33832,0.86152,0.93875,0.85,0.89806,0.76956,0.60036,0.57332,0.86536,0.0003698,0.0003698,0.0003698
249,54966.3,0.4617,0.35984,0.85311,0.94094,0.85,0.89967,0.77325,0.60601,0.56678,0.86725,0.0003632,0.0003632,0.0003632
250,55054.4,0.45926,0.32172,0.82906,0.94705,0.89458,0.90145,0.75176,0.6486,0.51573,0.86548,0.0003566,0.0003566,0.0003566
251,55146.1,0.46358,0.35274,0.8295,0.94702,0.89408,0.9075,0.76319,0.67319,0.50103,0.8868,0.00035,0.00035,0.00035
252,55644.4,0.46811,0.33732,0.85169,0.94088,0.85,0.89952,0.74717,0.63171,0.47202,0.86929,0.0003434,0.0003434,0.0003434
253,55724.3,0.48575,0.35079,0.8525,0.93948,0.85,0.89773,0.75543,0.62466,0.48366,0.86522,0.0003368,0.0003368,0.0003368
254,55803.8,0.44842,0.32021,0.81395,0.93683,0.85,0.91088,0.77308,0.63489,0.49632,0.87264,0.0003302,0.0003302,0.0003302
255,55914.3,0.42956,0.33048,0.86975,0.93289,0.85,0.91016,0.75248,0.66313,0.52803,0.8862,0.0003236,0.0003236,0.0003236
256,56024.7,0.45527,0.33289,0.86185,0.93884,0.85,0.90894,0.74396,0.6745,0.56505,0.89627,0.000317,0.000317,0.000317
257,56150.1,0.44088,0.35378,0.8526,0.94433,0.84818,0.90838,0.74227,0.66134,0.53947,0.88112,0.0003104,0.0003104,0.0003104
258,56253.8,0.46496,0.33511,0.8288,0.93661,0.85,0.91341,0.75407,0.65201,0.5403,0.88252,0.0003038,0.0003038,0.0003038
259,56366.1,0.42766,0.34065,0.84331,0.92713,0.85,0.9121,0.76169,0.61801,0.5027,0.88416,0.0002972,0.0002972,0.0002972
260,56845.4,0.40882,0.32306,0.85952,0.8993,0.89335,0.91,0.75422,0.59386,0.50469,0.88538,0.0002906,0.0002906,0.0002906
261,57376.1,0.4227,0.31818,0.84254,0.8994,0.89434,0.91,0.76286,0.58701,0.51047,0.88547,0.000284,0.000284,0.000284
262,57452.5,0.43015,0.32926,0.86316,0.89946,0.89483,0.91556,0.75732,0.576,0.49104,0.87374,0.0002774,0.0002774,0.0002774
263,57532.5,0.43186,0.31133,0.87161,0.89942,0.89445,0.90801,0.74223,0.59553,0.48308,0.87171,0.0002708,0.0002708,0.0002708
264,57978.6,0.44035,0.34325,0.87476,0.89907,0.9,0.90983,0.75268,0.63046,0.47171,0.87511,0.0002642,0.0002642,0.0002642
265,58053,0.41869,0.31895,0.84262,0.8951,0.9,0.91082,0.76944,0.63827,0.47321,0.87608,0.0002576,0.0002576,0.0002576
266,58127.4,0.428,0.32628,0.8532,0.94421,0.9,0.91484,0.77013,0.62986,0.4789,0.87631,0.000251,0.000251,0.000251
267,58604.6,0.41443,0.32849,0.84125,0.93692,0.9,0.91598,0.7641,0.62453,0.47879,0.87657,0.0002444,0.0002444,0.0002444
268,58681.7,0.43485,0.31427,0.84747,0.93808,0.9,0.90958,0.77044,0.61308,0.48361,0.88082,0.0002378,0.0002378,0.0002378
269,58761.8,0.39721,0.31674,0.85074,0.9393,0.9,0.91072,0.76487,0.61531,0.48023,0.88699,0.0002312,0.0002312,0.0002312
270,59243.7,0.38141,0.29199,0.81889,0.94114,0.9,0.91325,0.77854,0.62974,0.49511,0.89228,0.0002246,0.0002246,0.0002246
271,59317.5,0.3863,0.29216,0.81812,0.94131,0.9,0.91729,0.7663,0.63602,0.48859,0.89332,0.000218,0.000218,0.000218
272,59391,0.41146,0.31423,0.83743,0.94118,0.9,0.91992,0.76588,0.64425,0.4909,0.89034,0.0002114,0.0002114,0.0002114
273,59786.1,0.42806,0.32387,0.83133,0.94127,0.9,0.91992,0.76037,0.63576,0.49651,0.88646,0.0002048,0.0002048,0.0002048
274,59874.3,0.40725,0.29719,0.81598,0.93678,0.9,0.91851,0.75267,0.61926,0.4987,0.87883,0.0001982,0.0001982,0.0001982
275,59952.9,0.40983,0.30596,0.83979,0.93166,0.9,0.91588,0.76115,0.60656,0.50457,0.87436,0.0001916,0.0001916,0.0001916
276,60459.5,0.42023,0.31209,0.82609,0.89739,0.9,0.90869,0.76105,0.59875,0.50687,0.87,0.000185,0.000185,0.000185
277,60534.2,0.41337,0.32022,0.84609,0.89967,0.89689,0.90443,0.74606,0.62586,0.52824,0.87097,0.0001784,0.0001784,0.0001784
278,60608.1,0.44148,0.32874,0.85566,0.89945,0.8948,0.90443,0.74735,0.6387,0.54625,0.87425,0.0001718,0.0001718,0.0001718
279,61031.4,0.40541,0.31122,0.87323,0.94335,0.83319,0.90213,0.76249,0.6161,0.54126,0.87351,0.0001652,0.0001652,0.0001652
280,61120.9,0.41077,0.30566,0.85583,0.9442,0.84619,0.90213,0.75981,0.60501,0.53441,0.87114,0.0001586,0.0001586,0.0001586
281,61213.3,0.40998,0.30288,0.82565,0.94128,0.85,0.90933,0.77907,0.61243,0.54223,0.87168,0.000152,0.000152,0.000152
282,61753.7,0.3872,0.29371,0.8351,0.93809,0.85,0.91088,0.7735,0.6096,0.52877,0.87215,0.0001454,0.0001454,0.0001454
283,61826.7,0.4007,0.30422,0.84913,0.89867,0.8874,0.91189,0.76849,0.6166,0.51849,0.87277,0.0001388,0.0001388,0.0001388
284,61899,0.39572,0.30301,0.82373,0.94709,0.89515,0.91484,0.75984,0.6204,0.51279,0.87743,0.0001322,0.0001322,0.0001322
285,62008.7,0.40677,0.30932,0.847,0.94273,0.9,0.91484,0.77881,0.62117,0.50306,0.88045,0.0001256,0.0001256,0.0001256
286,62117.6,0.37603,0.28731,0.83748,0.94041,0.9,0.91484,0.78924,0.60795,0.50002,0.88064,0.000119,0.000119,0.000119
287,62243.3,0.38056,0.2912,0.85803,0.94007,0.9,0.91484,0.77395,0.60309,0.47209,0.87809,0.0001124,0.0001124,0.0001124
288,62347.4,0.41901,0.30979,0.83316,0.93909,0.9,0.91184,0.77555,0.60208,0.46711,0.87829,0.0001058,0.0001058,0.0001058
289,62462.4,0.34872,0.2675,0.81124,0.93945,0.9,0.91641,0.78606,0.60189,0.4658,0.87784,9.92e-05,9.92e-05,9.92e-05
290,62584.1,0.36402,0.27549,0.83719,0.94312,0.9,0.92246,0.79973,0.60305,0.45419,0.87636,9.26e-05,9.26e-05,9.26e-05
291,62700.5,0.35163,0.2617,0.76605,0.89432,0.9,0.91425,0.78468,0.58978,0.4742,0.87294,8.6e-05,8.6e-05,8.6e-05
292,62764.4,0.35545,0.28395,0.80897,0.89953,0.9,0.91303,0.76698,0.5859,0.48005,0.86654,7.94e-05,7.94e-05,7.94e-05
293,62831,0.35115,0.2679,0.79672,0.89966,0.89675,0.90983,0.7723,0.57334,0.476,0.86292,7.28e-05,7.28e-05,7.28e-05
294,62935.5,0.34766,0.26593,0.81653,0.89954,0.89561,0.91082,0.77839,0.56986,0.47457,0.8601,6.62e-05,6.62e-05,6.62e-05
295,63049,0.3711,0.2772,0.83618,0.89951,0.89534,0.91189,0.78609,0.563,0.48386,0.85786,5.96e-05,5.96e-05,5.96e-05
296,63164.9,0.33233,0.26452,0.79122,0.89952,0.89548,0.91082,0.78402,0.56238,0.4959,0.8591,5.3e-05,5.3e-05,5.3e-05
297,63274.8,0.31559,0.24592,0.80586,0.89955,0.89575,0.90983,0.77292,0.57022,0.48502,0.8591,4.64e-05,4.64e-05,4.64e-05
298,63384.6,0.34169,0.26024,0.78979,0.89958,0.89598,0.90911,0.78514,0.5712,0.48695,0.85943,3.98e-05,3.98e-05,3.98e-05
299,63502,0.34621,0.2695,0.8042,0.8996,0.89616,0.90805,0.78975,0.5782,0.484,0.85979,3.32e-05,3.32e-05,3.32e-05
300,63605.7,0.32375,0.26273,0.79424,0.89962,0.89642,0.90805,0.79307,0.57669,0.48213,0.85945,2.66e-05,2.66e-05,2.66e-05
